,data.1,engorgement,stage,host,species,depth,host.temp
383,0.75,0.15,nymph,Racoon,Rocky Mountain Wood,63.4,101.2666667
384,0.83,0.166,nymph,Squirrel,Rocky Mountain Wood,63.5,101.2777778
385,1,0.2,eggs,Deer,Groundhog,65.7,101.5222222
386,0.99,0.198,eggs,Cat,Western Blacklegged,68.1,101.7888889
387,0.7,0.14,nymph,Bird,Gulf Coast,63,101.2222222
388,0.7,0.14,nymph,Racoon,Groundhog,59.5,100.8333333
389,0.7,0.14,larvae,Dog,Rocky Mountain Wood,63.5,101.2777778
390,0.7,0.14,nymph,Racoon,Groundhog,61.7,101.0777778
391,0.32,0.064,adult male,Cat,Rocky Mountain Wood,62.7,101.1888889
392,0.32,0.064,adult male,Cat,Rocky Mountain Wood,62.8,101.2
393,0.32,0.064,adult female,Cat,Rocky Mountain Wood,62.4,101.1555556
394,0.32,0.064,adult male,Cat,Rocky Mountain Wood,61,101
395,0.32,0.064,nymph,Cat,Rocky Mountain Wood,63.1,101.2333333
396,0.32,0.064,adult female,Cat,Rocky Mountain Wood,60.7,100.9666667
397,0.3,0.06,adult male,Fox,Rocky Mountain Wood,60.9,100.9888889
398,0.3,0.06,adult male,Fox,Rocky Mountain Wood,60.1,100.9
399,0.3,0.06,adult male,Fox,Rocky Mountain Wood,62.9,101.2111111
400,0.3,0.06,nymph,Fox,Rocky Mountain Wood,63.3,101.2555556
401,0.3,0.06,larvae,Fox,Rocky Mountain Wood,63.8,101.3111111
402,0.3,0.06,adult female,Fox,Rocky Mountain Wood,62.9,101.2111111
403,0.3,0.06,nymph,Fox,Rocky Mountain Wood,63.4,101.2666667
404,0.32,0.064,larvae,Cat,Rocky Mountain Wood,63.9,101.3222222
405,0.33,0.066,adult female,Fox,Western Blacklegged,61.4,101.0444444
406,0.29,0.058,nymph,Dog,Gulf Coast,61.9,101.1
407,0.29,0.058,nymph,Dog,Gulf Coast,62.4,101.1555556
408,0.31,0.062,nymph,Racoon,Rocky Mountain Wood,61.8,101.0888889
409,0.34,0.068,adult female,Fox,Groundhog,61.5,101.0555556
410,0.34,0.068,adult female,Fox,Groundhog,60.4,100.9333333
411,0.34,0.068,adult female,Cat,Gulf Coast,61.8,101.0888889
412,0.34,0.068,adult female,Cat,Gulf Coast,62,101.1111111
413,0.3,0.06,adult female,Bird,Gulf Coast,62.3,101.1444444
414,0.29,0.058,adult female,Racoon,Gulf Coast,61.6,101.0666667
415,0.35,0.07,adult female,Bird,Rocky Mountain Wood,60.6,100.9555556
416,0.43,0.086,nymph,Dog,Lone Star,58.4,100.7111111
417,0.32,0.064,nymph,Racoon,Groundhog,61.4,101.0444444
418,0.36,0.072,adult female,Cat,Groundhog,61.9,101.1
419,0.3,0.06,adult female,Bird,Groundhog,62,101.1111111
420,0.26,0.052,adult female,Dog,Gulf Coast,61.5,101.0555556
421,0.7,0.14,nymph,Racoon,Groundhog,62.3,101.1444444
422,0.7,0.14,nymph,Racoon,Groundhog,60.9,100.9888889
423,0.71,0.142,adult female,Squirrel,Rocky Mountain Wood,62.4,101.1555556
424,0.99,0.198,eggs,Deer,Rocky Mountain Wood,55,100.3333333
425,0.73,0.146,adult male,Dog,Groundhog,58.6,100.7333333
426,0.51,0.102,adult female,Racoon,American Dog,62,101.1111111
427,0.91,0.182,adult male,Bird,Western Blacklegged,59.8,100.8666667
428,0.84,0.168,nymph,Dog,Rocky Mountain Wood,63.4,101.2666667
429,0.91,0.182,larvae,Cat,Groundhog,64.3,101.3666667
430,0.76,0.152,adult male,Dog,Rocky Mountain Wood,62.2,101.1333333
431,0.76,0.152,adult female,Dog,Rocky Mountain Wood,61.7,101.0777778
432,0.75,0.15,adult male,Dog,Rocky Mountain Wood,61.1,101.0111111
433,0.55,0.11,nymph,Squirrel,American Dog,61.5,101.0555556
434,0.76,0.152,nymph,Racoon,Western Blacklegged,58.5,100.7222222
435,0.74,0.148,adult male,Bird,Gulf Coast,61.7,101.0777778
436,0.7,0.14,adult female,Fox,Rocky Mountain Wood,60.4,100.9333333
437,0.7,0.14,adult female,Fox,Rocky Mountain Wood,61.4,101.0444444
438,0.7,0.14,adult female,Fox,Rocky Mountain Wood,61.5,101.0555556
439,0.7,0.14,adult female,Fox,Rocky Mountain Wood,61.4,101.0444444
440,0.9,0.18,eggs,Deer,Groundhog,65,101.4444444
441,0.95,0.19,eggs,Racoon,Western Blacklegged,56,100.4444444
442,0.89,0.178,adult male,Fox,Western Blacklegged,60.2,100.9111111
443,0.72,0.144,adult male,Dog,Groundhog,58.3,100.7
444,0.96,0.192,eggs,Dog,Western Blacklegged,53.1,100.1222222
445,1.02,0.204,adult male,Bird,Lone Star,60.3,100.9222222
446,0.78,0.156,nymph,Cat,Brown Dog,61.4,101.0444444
447,0.61,0.122,adult female,Bird,Brown Dog,60.1,100.9
448,0.71,0.142,larvae,Squirrel,Gulf Coast,63.4,101.2666667
449,0.78,0.156,adult male,Racoon,Rocky Mountain Wood,61.5,101.0555556
450,0.87,0.174,adult female,Fox,Western Blacklegged,62.7,101.1888889
451,0.83,0.166,adult female,Fox,Rocky Mountain Wood,62.5,101.1666667
452,0.71,0.142,adult male,Dog,Rocky Mountain Wood,61.3,101.0333333
453,0.71,0.142,adult female,Cat,Brown Dog,60.2,100.9111111
454,0.71,0.142,adult female,Dog,Groundhog,62.7,101.1888889
455,0.71,0.142,adult male,Dog,Groundhog,62.3,101.1444444
456,0.63,0.126,adult female,Racoon,Brown Dog,61.5,101.0555556
457,0.71,0.142,adult male,Dog,Rocky Mountain Wood,59.2,100.8
458,0.71,0.142,adult male,Dog,Rocky Mountain Wood,61.8,101.0888889
459,0.71,0.142,adult female,Dog,Rocky Mountain Wood,61.3,101.0333333
460,0.71,0.142,adult male,Dog,Rocky Mountain Wood,61.4,101.0444444
461,0.9,0.18,adult female,Deer,Groundhog,62.8,101.2
462,0.71,0.142,larvae,Dog,Rocky Mountain Wood,62.8,101.2
463,0.7,0.14,adult male,Dog,Groundhog,62.4,101.1555556
464,0.7,0.14,adult male,Dog,Groundhog,59.3,100.8111111
465,0.7,0.14,adult male,Dog,Groundhog,63,101.2222222
466,1,0.2,adult male,Fox,Lone Star,61.3,101.0333333
467,0.86,0.172,adult male,Racoon,Western Blacklegged,59.3,100.8111111
468,0.8,0.16,adult female,Fox,Rocky Mountain Wood,61,101
469,0.7,0.14,adult female,Dog,Gulf Coast,62.9,101.2111111
470,0.7,0.14,adult male,Dog,Gulf Coast,59.6,100.8444444
471,0.7,0.14,adult male,Racoon,Groundhog,61.8,101.0888889
472,0.7,0.14,adult male,Dog,Gulf Coast,62.7,101.1888889
473,1,0.2,eggs,Fox,Western Blacklegged,65.3,101.4777778
474,0.72,0.144,nymph,Bird,Gulf Coast,63.8,101.3111111
475,0.72,0.144,adult female,Fox,Gulf Coast,62.3,101.1444444
476,0.7,0.14,larvae,Racoon,Gulf Coast,59.7,100.8555556
477,0.86,0.172,larvae,Racoon,Western Blacklegged,64.3,101.3666667
478,0.71,0.142,adult female,Bird,Gulf Coast,62.9,101.2111111
479,0.75,0.15,adult female,Dog,Rocky Mountain Wood,62,101.1111111
480,0.73,0.146,adult male,Dog,Groundhog,61.6,101.0666667
481,0.53,0.106,adult female,Dog,American Dog,61.9,101.1
482,0.73,0.146,adult male,Dog,Rocky Mountain Wood,61.3,101.0333333
483,0.73,0.146,larvae,Dog,Rocky Mountain Wood,63.6,101.2888889
484,0.73,0.146,adult male,Dog,Rocky Mountain Wood,59.6,100.8444444
485,0.73,0.146,adult male,Dog,Rocky Mountain Wood,62.2,101.1333333
486,0.73,0.146,adult male,Squirrel,Rocky Mountain Wood,61.7,101.0777778
487,0.73,0.146,nymph,Dog,Rocky Mountain Wood,63.2,101.2444444
488,0.7,0.14,adult male,Dog,Gulf Coast,60.8,100.9777778
489,0.72,0.144,adult male,Dog,Groundhog,60.3,100.9222222
490,0.72,0.144,adult male,Dog,Groundhog,60.9,100.9888889
491,0.72,0.144,adult male,Dog,Groundhog,62.4,101.1555556
492,0.7,0.14,adult male,Dog,Groundhog,60.2,100.9111111
493,0.6,0.12,adult female,Racoon,Brown Dog,62,101.1111111
494,0.74,0.148,adult female,Cat,American Dog,60.8,100.9777778
495,0.73,0.146,adult female,Racoon,Rocky Mountain Wood,62.1,101.1222222
496,0.71,0.142,adult male,Squirrel,Rocky Mountain Wood,62.7,101.1888889
497,0.71,0.142,adult male,Squirrel,Rocky Mountain Wood,61.3,101.0333333
498,0.7,0.14,adult male,Squirrel,Rocky Mountain Wood,60.2,100.9111111
499,0.7,0.14,adult female,Squirrel,Rocky Mountain Wood,60.7,100.9666667
500,0.9,0.18,larvae,Deer,Groundhog,64,101.3333333
501,0.71,0.142,adult female,Squirrel,Rocky Mountain Wood,60.2,100.9111111
502,0.7,0.14,adult male,Dog,Groundhog,61.5,101.0555556
503,0.7,0.14,adult male,Dog,Groundhog,62.6,101.1777778
504,0.7,0.14,adult female,Squirrel,Rocky Mountain Wood,59.7,100.8555556
505,0.7,0.14,larvae,Dog,Rocky Mountain Wood,61.4,101.0444444
506,0.7,0.14,adult female,Squirrel,Rocky Mountain Wood,62.5,101.1666667
507,0.7,0.14,adult female,Squirrel,Rocky Mountain Wood,61.8,101.0888889
508,0.7,0.14,adult male,Dog,Groundhog,60.7,100.9666667
509,0.7,0.14,adult male,Racoon,Groundhog,60.6,100.9555556
510,0.7,0.14,adult female,Squirrel,Rocky Mountain Wood,61.4,101.0444444
511,0.79,0.158,nymph,Squirrel,Western Blacklegged,62.8,101.2
512,0.9,0.18,larvae,Cat,Rocky Mountain Wood,63.8,101.3111111
513,0.71,0.142,adult male,Dog,Groundhog,62.3,101.1444444
514,0.61,0.122,adult female,Dog,Brown Dog,61.3,101.0333333
515,0.9,0.18,eggs,Fox,Western Blacklegged,65.8,101.5333333
516,0.71,0.142,adult female,Dog,Rocky Mountain Wood,60.5,100.9444444
517,0.71,0.142,adult male,Squirrel,Groundhog,61.2,101.0222222
518,0.77,0.154,adult female,Cat,Brown Dog,62.1,101.1222222
519,0.74,0.148,larvae,Dog,Gulf Coast,63.1,101.2333333
520,0.82,0.164,adult female,Racoon,Western Blacklegged,62.4,101.1555556
521,0.82,0.164,adult male,Dog,Western Blacklegged,60.8,100.9777778
522,0.71,0.142,adult male,Bird,Gulf Coast,62.2,101.1333333
523,0.83,0.166,adult male,Fox,Rocky Mountain Wood,60,100.8888889
524,0.73,0.146,nymph,Bird,Gulf Coast,62,101.1111111
525,0.83,0.166,adult male,Fox,Rocky Mountain Wood,62.5,101.1666667
526,1.17,0.234,adult male,Deer,Lone Star,60.2,100.9111111
527,0.91,0.182,eggs,Fox,Western Blacklegged,61.3,101.0333333
528,0.73,0.146,adult male,Dog,Gulf Coast,62.6,101.1777778
529,0.7,0.14,larvae,Dog,Gulf Coast,57.2,100.5777778
530,0.9,0.18,adult male,Cat,Western Blacklegged,62.2,101.1333333
531,0.7,0.14,adult male,Dog,Gulf Coast,62.2,101.1333333
532,0.7,0.14,nymph,Squirrel,Groundhog,63.3,101.2555556
533,0.7,0.14,adult male,Dog,Gulf Coast,59.4,100.8222222
534,0.9,0.18,nymph,Cat,Western Blacklegged,63.5,101.2777778
535,0.78,0.156,adult male,Racoon,Rocky Mountain Wood,60.8,100.9777778
536,0.96,0.192,adult female,Racoon,Lone Star,60.7,100.9666667
537,0.7,0.14,nymph,Squirrel,Rocky Mountain Wood,62.3,101.1444444
538,0.72,0.144,larvae,Squirrel,Groundhog,64,101.3333333
539,0.79,0.158,adult male,Fox,Brown Dog,62.6,101.1777778
540,0.7,0.14,adult female,Fox,American Dog,61.6,101.0666667
541,0.7,0.14,adult female,Fox,American Dog,62.3,101.1444444
542,0.7,0.14,adult female,Squirrel,Western Blacklegged,60.6,100.9555556
543,1.01,0.202,adult male,Fox,Western Blacklegged,61.6,101.0666667
544,0.72,0.144,adult male,Racoon,Gulf Coast,62.2,101.1333333
545,0.8,0.16,larvae,Dog,Western Blacklegged,63.7,101.3
546,0.59,0.118,adult female,Dog,American Dog,62,101.1111111
547,0.72,0.144,adult female,Racoon,Gulf Coast,61.7,101.0777778
548,0.75,0.15,adult male,Dog,Western Blacklegged,61.9,101.1
549,0.8,0.16,adult male,Dog,Western Blacklegged,60.2,100.9111111
550,0.71,0.142,nymph,Dog,Groundhog,62.7,101.1888889
551,0.77,0.154,nymph,Fox,Rocky Mountain Wood,61.7,101.0777778
552,0.97,0.194,adult female,Racoon,Lone Star,60.7,100.9666667
553,0.53,0.106,adult female,Racoon,American Dog,60.9,100.9888889
554,0.53,0.106,adult female,Racoon,American Dog,61.8,101.0888889
555,0.8,0.16,adult female,Cat,Groundhog,62.1,101.1222222
556,0.9,0.18,adult male,Bird,Rocky Mountain Wood,60.6,100.9555556
557,0.76,0.152,nymph,Dog,Western Blacklegged,60.8,100.9777778
558,0.72,0.144,adult female,Dog,Rocky Mountain Wood,62.3,101.1444444
559,0.75,0.15,adult female,Dog,Rocky Mountain Wood,61.4,101.0444444
560,0.72,0.144,adult male,Dog,Rocky Mountain Wood,62.1,101.1222222
561,0.79,0.158,adult female,Bird,Rocky Mountain Wood,61.8,101.0888889
562,0.72,0.144,nymph,Racoon,Groundhog,62.5,101.1666667
563,0.91,0.182,nymph,Cat,Western Blacklegged,62.8,101.2
564,0.71,0.142,adult male,Bird,Brown Dog,62.1,101.1222222
565,0.81,0.162,adult male,Bird,Rocky Mountain Wood,63,101.2222222
566,0.82,0.164,adult female,Fox,Rocky Mountain Wood,62.5,101.1666667
567,0.71,0.142,adult male,Racoon,Gulf Coast,62.2,101.1333333
568,0.9,0.18,larvae,Deer,Rocky Mountain Wood,64.3,101.3666667
569,0.8,0.16,nymph,Cat,Groundhog,62,101.1111111
570,0.56,0.112,nymph,Dog,Blacklegged,61,101
571,0.7,0.14,nymph,Squirrel,Groundhog,59.6,100.8444444
572,0.7,0.14,adult female,Squirrel,Groundhog,61,101
573,0.61,0.122,adult female,Racoon,Brown Dog,61.7,101.0777778
574,0.85,0.17,adult female,Fox,Western Blacklegged,62.5,101.1666667
575,0.7,0.14,adult female,Racoon,Rocky Mountain Wood,60.7,100.9666667
576,0.8,0.16,adult female,Bird,Groundhog,62.2,101.1333333
577,0.8,0.16,adult female,Fox,Groundhog,62.8,101.2
578,0.51,0.102,nymph,Squirrel,American Dog,59.9,100.8777778
579,0.53,0.106,adult female,Racoon,American Dog,61.4,101.0444444
580,0.78,0.156,adult female,Cat,Groundhog,61.8,101.0888889
581,0.9,0.18,nymph,Deer,Rocky Mountain Wood,63.4,101.2666667
582,0.9,0.18,eggs,Bird,Western Blacklegged,65.3,101.4777778
583,0.77,0.154,adult female,Dog,Western Blacklegged,60.7,100.9666667
584,0.73,0.146,adult female,Racoon,Gulf Coast,61.2,101.0222222
585,0.63,0.126,adult female,Racoon,Brown Dog,61.9,101.1
586,0.7,0.14,adult female,Dog,Groundhog,61.5,101.0555556
587,0.72,0.144,adult female,Dog,Groundhog,62.8,101.2
588,0.72,0.144,adult female,Dog,Rocky Mountain Wood,61,101
589,0.75,0.15,adult male,Racoon,Groundhog,59.6,100.8444444
590,0.82,0.164,nymph,Fox,Rocky Mountain Wood,60.7,100.9666667
591,0.71,0.142,larvae,Dog,Groundhog,62.8,101.2
592,0.7,0.14,adult male,Dog,Gulf Coast,62.6,101.1777778
593,0.7,0.14,adult female,Dog,Gulf Coast,61.8,101.0888889
594,0.71,0.142,adult female,Racoon,Rocky Mountain Wood,59.8,100.8666667
595,0.76,0.152,nymph,Fox,Rocky Mountain Wood,60.9,100.9888889
596,0.82,0.164,eggs,Racoon,Rocky Mountain Wood,64.9,101.4333333
597,0.72,0.144,adult male,Racoon,Gulf Coast,58.8,100.7555556
598,0.7,0.14,adult male,Racoon,Groundhog,62.3,101.1444444
599,0.7,0.14,adult male,Racoon,Groundhog,61.7,101.0777778
600,0.7,0.14,adult male,Bird,Gulf Coast,62.6,101.1777778
601,0.7,0.14,adult male,Racoon,Groundhog,59.4,100.8222222
602,0.7,0.14,nymph,Dog,Rocky Mountain Wood,63.5,101.2777778
603,0.7,0.14,adult male,Racoon,Groundhog,60.9,100.9888889
604,0.7,0.14,adult male,Racoon,Groundhog,59.5,100.8333333
605,0.7,0.14,adult male,Bird,Gulf Coast,63,101.2222222
606,0.74,0.148,nymph,Dog,Rocky Mountain Wood,60,100.8888889
607,0.71,0.142,adult female,Racoon,Gulf Coast,61.5,101.0555556
608,0.7,0.14,adult female,Racoon,Gulf Coast,61.6,101.0666667
609,0.71,0.142,adult female,Racoon,Gulf Coast,62.1,101.1222222
610,0.71,0.142,adult male,Racoon,Gulf Coast,59.1,100.7888889
611,0.71,0.142,adult male,Racoon,Gulf Coast,59,100.7777778
612,0.71,0.142,adult male,Racoon,Gulf Coast,60.5,100.9444444
613,0.7,0.14,adult female,Racoon,Gulf Coast,62.4,101.1555556
614,0.73,0.146,adult female,Bird,Groundhog,61.8,101.0888889
615,0.7,0.14,adult female,Dog,Groundhog,62.1,101.1222222
616,0.7,0.14,adult female,Bird,Gulf Coast,61.3,101.0333333
617,0.71,0.142,adult male,Bird,Brown Dog,60.3,100.9222222
618,0.71,0.142,adult male,Racoon,Gulf Coast,59.2,100.8
619,0.79,0.158,adult male,Bird,Groundhog,59.3,100.8111111
620,0.71,0.142,adult male,Racoon,Gulf Coast,62.7,101.1888889
621,0.77,0.154,nymph,Fox,Gulf Coast,61,101
622,0.75,0.15,nymph,Racoon,Western Blacklegged,59.8,100.8666667
623,0.7,0.14,adult female,Racoon,Rocky Mountain Wood,61,101
624,0.71,0.142,adult male,Racoon,Groundhog,59.3,100.8111111
625,0.92,0.184,adult female,Squirrel,Western Blacklegged,61.9,101.1
626,0.83,0.166,adult male,Racoon,Western Blacklegged,61.4,101.0444444
627,0.7,0.14,adult male,Fox,American Dog,59.2,100.8
628,0.73,0.146,adult male,Racoon,Groundhog,60.3,100.9222222
629,0.71,0.142,nymph,Squirrel,Gulf Coast,63.4,101.2666667
630,0.73,0.146,nymph,Squirrel,Rocky Mountain Wood,63.9,101.3222222
631,0.82,0.164,adult female,Racoon,Western Blacklegged,61.7,101.0777778
632,0.82,0.164,adult female,Racoon,Western Blacklegged,62.3,101.1444444
633,0.82,0.164,nymph,Racoon,Western Blacklegged,59.7,100.8555556
634,0.52,0.104,adult female,Racoon,American Dog,61.2,101.0222222
635,1,0.2,adult male,Racoon,Lone Star,58.9,100.7666667
636,0.95,0.19,eggs,Bird,Rocky Mountain Wood,66.7,101.6333333
637,0.73,0.146,adult female,Squirrel,Rocky Mountain Wood,61.4,101.0444444
638,0.73,0.146,adult male,Racoon,Groundhog,59.9,100.8777778
639,0.73,0.146,adult male,Bird,Gulf Coast,61.4,101.0444444
640,0.8,0.16,adult female,Cat,Gulf Coast,62.6,101.1777778
641,0.7,0.14,adult male,Racoon,Groundhog,58.7,100.7444444
642,0.7,0.14,nymph,Dog,Groundhog,60.2,100.9111111
643,0.7,0.14,nymph,Dog,Groundhog,62.7,101.1888889
644,0.71,0.142,nymph,Dog,Groundhog,59.4,100.8222222
645,0.81,0.162,nymph,Racoon,Western Blacklegged,63.2,101.2444444
646,0.71,0.142,nymph,Squirrel,Rocky Mountain Wood,61.5,101.0555556
647,0.73,0.146,adult female,Bird,Brown Dog,61.3,101.0333333
648,0.73,0.146,nymph,Racoon,Gulf Coast,61.8,101.0888889
649,0.72,0.144,adult female,Dog,Groundhog,62,101.1111111
650,0.81,0.162,adult female,Racoon,Western Blacklegged,62.1,101.1222222
651,0.71,0.142,adult female,Bird,Brown Dog,60.7,100.9666667
652,0.73,0.146,nymph,Dog,Rocky Mountain Wood,57.7,100.6333333
653,0.7,0.14,nymph,Dog,Gulf Coast,62,101.1111111
654,1.01,0.202,adult female,Cat,Lone Star,61.5,101.0555556
655,1.01,0.202,larvae,Cat,Lone Star,63.1,101.2333333
656,0.79,0.158,adult female,Fox,Groundhog,62.5,101.1666667
657,0.7,0.14,nymph,Dog,Groundhog,61.8,101.0888889
658,0.7,0.14,nymph,Dog,Groundhog,58.9,100.7666667
659,0.8,0.16,larvae,Fox,Groundhog,63.4,101.2666667
660,1.27,0.254,adult male,Fox,Western Blacklegged,59.3,100.8111111
661,0.79,0.158,adult female,Squirrel,Rocky Mountain Wood,61.5,101.0555556
662,0.72,0.144,nymph,Racoon,Gulf Coast,60.2,100.9111111
663,0.73,0.146,adult female,Fox,Brown Dog,61.6,101.0666667
664,1.01,0.202,eggs,Fox,Western Blacklegged,65.4,101.4888889
665,1.01,0.202,larvae,Fox,Lone Star,64.2,101.3555556
666,0.73,0.146,adult female,Dog,Rocky Mountain Wood,59.1,100.7888889
667,0.7,0.14,adult female,Dog,Rocky Mountain Wood,61.6,101.0666667
668,0.7,0.14,larvae,Racoon,Groundhog,59.1,100.7888889
669,0.77,0.154,adult male,Dog,Rocky Mountain Wood,62.9,101.2111111
670,0.77,0.154,adult male,Bird,Groundhog,61.3,101.0333333
671,0.77,0.154,adult male,Bird,Gulf Coast,61.4,101.0444444
672,0.84,0.168,nymph,Fox,Rocky Mountain Wood,61.2,101.0222222
673,0.72,0.144,adult female,Dog,Rocky Mountain Wood,60.3,100.9222222
674,0.76,0.152,adult male,Squirrel,Rocky Mountain Wood,61.1,101.0111111
675,0.7,0.14,nymph,Bird,Brown Dog,62.9,101.2111111
676,0.54,0.108,adult female,Squirrel,Brown Dog,61.5,101.0555556
677,0.75,0.15,eggs,Squirrel,Western Blacklegged,64.6,101.4
678,0.79,0.158,larvae,Dog,Rocky Mountain Wood,64.1,101.3444444
679,0.74,0.148,nymph,Dog,Gulf Coast,63.1,101.2333333
680,0.7,0.14,nymph,Dog,Groundhog,61,101
681,0.7,0.14,adult female,Racoon,Groundhog,60.8,100.9777778
682,0.75,0.15,adult female,Deer,Rocky Mountain Wood,61.5,101.0555556
683,1.2,0.24,nymph,Fox,Lone Star,63.1,101.2333333
684,0.8,0.16,nymph,Racoon,Rocky Mountain Wood,63.4,101.2666667
685,0.66,0.132,adult female,Squirrel,Gulf Coast,62.1,101.1222222
686,0.87,0.174,nymph,Racoon,Western Blacklegged,61,101
687,0.86,0.172,adult male,Fox,Rocky Mountain Wood,62.7,101.1888889
688,0.74,0.148,adult female,Racoon,Rocky Mountain Wood,61,101
689,0.58,0.116,nymph,Dog,Blacklegged,60.6,100.9555556
690,0.78,0.156,adult female,Cat,Gulf Coast,61.5,101.0555556
691,0.74,0.148,adult female,Bird,Rocky Mountain Wood,61.3,101.0333333
692,0.73,0.146,adult female,Dog,Rocky Mountain Wood,62.7,101.1888889
693,0.91,0.182,nymph,Cat,Rocky Mountain Wood,63.5,101.2777778
694,0.71,0.142,adult male,Racoon,Groundhog,62.6,101.1777778
695,0.71,0.142,larvae,Bird,Gulf Coast,63.5,101.2777778
696,0.79,0.158,adult female,Squirrel,Western Blacklegged,62.8,101.2
697,0.79,0.158,adult male,Squirrel,Western Blacklegged,60,100.8888889
698,0.71,0.142,adult male,Dog,Rocky Mountain Wood,62.7,101.1888889
699,0.82,0.164,adult male,Cat,Gulf Coast,61.9,101.1
700,0.78,0.156,nymph,Fox,Gulf Coast,61.9,101.1
701,0.7,0.14,nymph,Dog,Gulf Coast,62.4,101.1555556
702,1.12,0.224,adult male,Fox,Lone Star,59.1,100.7888889
703,0.73,0.146,adult male,Dog,Groundhog,62,101.1111111
704,0.91,0.182,eggs,Deer,Groundhog,64.4,101.3777778
705,0.91,0.182,eggs,Deer,Groundhog,65.4,101.4888889
706,0.91,0.182,larvae,Deer,Groundhog,64.2,101.3555556
707,0.91,0.182,eggs,Fox,Rocky Mountain Wood,65.8,101.5333333
708,0.7,0.14,adult male,Dog,Gulf Coast,58.4,100.7111111
709,0.68,0.136,adult male,Racoon,Brown Dog,61.7,101.0777778
710,0.73,0.146,nymph,Racoon,Groundhog,62.5,101.1666667
711,1.03,0.206,larvae,Deer,Rocky Mountain Wood,63.6,101.2888889
712,0.74,0.148,adult male,Squirrel,Groundhog,62.4,101.1555556
713,0.98,0.196,eggs,Dog,Western Blacklegged,53.3,100.1444444
714,1.02,0.204,eggs,Cat,Rocky Mountain Wood,53,100.1111111
715,1,0.2,eggs,Bird,Western Blacklegged,67.8,101.7555556
716,1.02,0.204,adult female,Fox,Western Blacklegged,61.6,101.0666667
717,0.6,0.12,adult female,Racoon,Brown Dog,60.8,100.9777778
718,0.8,0.16,adult female,Bird,Western Blacklegged,61.6,101.0666667
719,0.97,0.194,adult female,Racoon,Lone Star,60.7,100.9666667
720,1,0.2,eggs,Cat,Rocky Mountain Wood,67.9,101.7666667
721,0.26,0.052,adult female,Dog,Gulf Coast,62.3,101.1444444
722,0.26,0.052,adult female,Dog,Gulf Coast,62.1,101.1222222
723,0.36,0.072,adult female,Fox,Rocky Mountain Wood,61.9,101.1
724,0.34,0.068,larvae,Bird,Groundhog,57.5,100.6111111
725,0.34,0.068,larvae,Dog,Rocky Mountain Wood,63.3,101.2555556
726,0.34,0.068,larvae,Dog,Rocky Mountain Wood,63.5,101.2777778
727,0.34,0.068,larvae,Dog,Rocky Mountain Wood,63.4,101.2666667
728,0.34,0.068,nymph,Bird,Groundhog,59.6,100.8444444
729,0.34,0.068,adult female,Dog,Rocky Mountain Wood,62.2,101.1333333
730,0.32,0.064,larvae,Dog,Groundhog,64.1,101.3444444
731,0.31,0.062,adult female,Cat,American Dog,61.6,101.0666667
732,0.31,0.062,adult female,Cat,American Dog,61.3,101.0333333
733,0.31,0.062,adult female,Cat,American Dog,62.3,101.1444444
734,0.31,0.062,adult female,Cat,American Dog,62,101.1111111
